;year;hour;season;holiday;workingday;weather;temp;atemp;humidity;windspeed;count
1017;2012;21;autumn;no;0;good;18.04;21.97;67;15.0013;171
1018;2012;13;winter;no;1;good;14.76;18.18;46;0.0;198
1019;2011;18;spring;no;0;good;28.7;32.575;58;7.0015;363
1020;2012;14;summer;yes;0;good;36.9;40.91;37;11.0014;547
1021;2011;16;winter;no;0;bad;13.94;16.665;71;11.0014;76
1022;2012;13;autumn;no;0;good;16.4;20.455;62;22.0028;447
1023;2012;12;winter;no;1;moderate;10.66;15.15;52;0.0;137
1024;2012;4;spring;no;1;moderate;24.6;28.79;78;8.9981;10
1025;2011;19;summer;no;0;good;31.16;34.85;55;11.0014;306
1026;2012;8;winter;no;0;moderate;17.22;21.21;94;7.0015;218
1027;2011;1;summer;no;1;good;26.24;31.06;53;8.9981;23
1028;2012;9;autumn;no;1;bad;14.76;18.18;57;7.0015;331
1029;2012;6;winter;no;1;moderate;16.4;20.455;87;11.0014;99
1030;2012;13;summer;no;1;good;27.06;31.06;29;6.0032;328
1031;2011;23;spring;no;0;good;18.86;22.725;88;23.9994;32
1032;2011;16;autumn;no;0;good;24.6;31.06;46;26.0027;466
1033;2011;18;summer;no;1;good;29.52;34.09;62;11.0014;586
1034;2011;20;autumn;no;1;good;16.4;20.455;40;11.0014;206
1035;2012;5;spring;no;1;moderate;24.6;28.79;78;12.998;37
1036;2011;5;summer;no;1;good;27.88;31.82;83;6.0032;35
1037;2012;0;winter;no;1;good;18.04;21.97;62;22.0028;46
1038;2012;12;autumn;no;1;moderate;13.94;16.665;71;12.998;240
1039;2011;3;autumn;no;1;moderate;18.86;22.725;94;7.0015;5
1040;2011;14;spring;no;1;good;22.14;25.76;28;30.0026;154
1041;2011;21;autumn;no;0;good;8.2;10.605;75;11.0014;96
1042;2011;4;autumn;no;0;good;9.02;10.605;55;15.0013;1
1043;2012;6;autumn;no;1;good;14.76;17.425;93;11.0014;118
1044;2012;17;spring;no;1;good;29.52;33.335;54;8.9981;704
1045;2011;17;winter;no;1;good;7.38;9.09;26;12.998;165
1046;2011;16;winter;no;1;moderate;15.58;19.695;46;22.0028;114
1047;2011;4;summer;no;1;bad;22.96;26.515;94;11.0014;4
1048;2011;13;winter;no;1;good;26.24;31.06;41;19.0012;175
1049;2012;13;spring;no;0;good;29.52;32.575;34;11.0014;617
1050;2011;4;summer;no;1;moderate;31.16;34.85;52;11.0014;7
1051;2011;9;summer;no;1;good;29.52;34.85;74;22.0028;187
1052;2011;21;autumn;no;1;good;12.3;15.91;61;7.0015;162
1053;2012;20;spring;no;1;good;22.14;25.76;52;19.0012;323
1054;2011;21;summer;no;1;moderate;27.88;31.82;79;0.0;149
1055;2012;18;summer;no;1;good;33.62;37.12;41;8.9981;843
1056;2012;20;spring;no;1;good;27.06;31.06;65;16.9979;435
1057;2011;22;spring;no;1;moderate;23.78;27.275;60;26.0027;113
1058;2011;3;autumn;no;1;moderate;17.22;21.21;77;22.0028;3
1059;2011;11;spring;no;0;good;22.96;26.515;43;0.0;347
1060;2011;2;spring;no;0;good;27.88;31.82;74;6.0032;72
1061;2012;3;summer;no;0;good;29.52;34.85;74;16.9979;41
1062;2012;23;summer;no;1;good;27.06;29.545;89;16.9979;248
1063;2011;20;autumn;no;1;moderate;23.78;27.275;83;15.0013;234
1064;2011;21;winter;no;1;good;10.66;15.15;56;0.0;63
1065;2011;7;summer;no;0;good;27.06;30.305;78;12.998;30
1066;2012;9;winter;no;1;good;21.32;25.0;68;0.0;351
1067;2012;10;autumn;no;1;moderate;18.04;21.97;94;15.0013;133
1068;2012;22;spring;no;1;moderate;23.78;27.275;78;6.0032;129
1069;2012;12;autumn;no;0;moderate;14.76;15.91;46;31.0009;394
1070;2012;14;summer;no;1;good;25.42;31.06;38;16.9979;286
1071;2011;2;spring;no;1;good;18.04;21.97;94;12.998;15
1072;2011;0;summer;no;0;good;27.88;31.82;47;6.0032;115
1073;2012;18;spring;no;0;good;33.62;36.365;38;15.0013;490
1074;2011;1;winter;no;1;bad;8.2;9.09;100;22.0028;2
1075;2011;8;autumn;no;0;moderate;10.66;12.88;56;15.0013;59
1076;2012;15;spring;no;0;moderate;25.42;30.305;61;7.0015;571
1077;2012;20;autumn;no;1;moderate;9.84;12.88;60;7.0015;227
1078;2012;8;winter;no;1;good;11.48;15.15;75;6.0032;549
1079;2011;5;spring;no;1;good;27.06;30.305;78;11.0014;28
1080;2011;19;spring;no;1;moderate;30.34;35.605;79;11.0014;264
1081;2012;18;spring;no;1;good;29.52;33.335;51;15.0013;846
1082;2011;5;autumn;no;1;bad;18.86;22.725;88;15.0013;20
1083;2011;20;spring;no;1;good;23.78;27.275;83;27.9993;283
1084;2012;8;spring;no;1;bad;22.14;25.76;88;15.0013;156
1085;2011;2;spring;no;1;bad;22.96;26.515;88;0.0;8
1086;2011;14;autumn;no;1;bad;19.68;23.485;100;15.0013;75
1087;2011;6;summer;no;1;good;25.42;31.06;50;8.9981;76
1088;2011;2;summer;no;0;good;27.88;31.82;69;6.0032;96
1089;2011;12;summer;no;0;good;33.62;37.88;46;19.0012;377
1090;2012;2;autumn;no;0;good;13.94;16.665;53;12.998;67
1091;2012;16;summer;no;1;bad;31.16;36.365;66;19.0012;445
1092;2011;13;autumn;no;0;good;14.76;18.18;50;6.0032;292
1093;2012;3;autumn;no;1;bad;14.76;16.665;76;19.0012;3
1094;2011;4;summer;no;1;good;28.7;33.335;79;16.9979;11
1095;2012;22;spring;no;1;good;22.96;26.515;43;6.0032;251
1096;2011;16;winter;no;1;good;12.3;14.395;49;16.9979;83
1097;2012;8;spring;no;1;moderate;18.04;21.97;72;7.0015;684
1098;2012;4;summer;no;1;bad;27.06;29.545;89;26.0027;2
1099;2011;17;winter;no;1;good;8.2;9.09;47;23.9994;139
1100;2012;1;summer;no;1;good;25.42;28.03;88;7.0015;29
1101;2012;20;winter;no;1;good;13.94;16.665;46;11.0014;201
1102;2012;6;summer;no;1;moderate;26.24;28.79;89;22.0028;167
1103;2011;11;autumn;no;0;good;22.96;26.515;35;19.0012;377
1104;2012;22;autumn;no;1;good;13.94;17.425;61;6.0032;129
1105;2012;23;summer;no;1;good;31.16;35.605;58;6.0032;131
1106;2011;21;autumn;yes;0;good;22.96;26.515;88;6.0032;175
1107;2012;8;spring;no;1;good;14.76;17.425;46;15.0013;638
1108;2011;7;winter;no;1;good;8.2;10.605;69;8.9981;84
1109;2011;12;summer;yes;0;moderate;29.52;34.09;70;12.998;353
1110;2011;2;winter;no;1;moderate;13.94;15.91;53;15.0013;6
1111;2011;0;spring;no;0;good;28.7;33.335;79;8.9981;117
1112;2011;13;summer;no;1;good;31.98;35.605;52;19.0012;193
1113;2012;21;summer;no;1;good;29.52;34.85;79;0.0;296
1114;2012;4;summer;no;1;moderate;26.24;29.545;78;8.9981;4
1115;2011;3;autumn;no;0;good;9.84;12.12;70;8.9981;17
1116;2011;17;spring;no;1;good;33.62;38.635;52;15.0013;517
1117;2011;16;spring;no;1;good;37.72;43.94;40;15.0013;233
1118;2012;19;autumn;no;1;good;22.14;25.76;88;11.0014;232
1119;2012;7;spring;no;1;good;11.48;14.395;52;8.9981;321
1120;2011;11;summer;no;0;moderate;30.34;34.85;70;12.998;314
1121;2012;13;autumn;no;1;moderate;28.7;33.335;74;7.0015;279
1122;2011;10;autumn;no;0;good;13.12;15.15;53;16.9979;227
1123;2011;15;summer;no;0;moderate;21.32;25.0;72;12.998;354
1124;2011;6;autumn;no;1;good;18.86;22.725;82;6.0032;109
1125;2012;22;spring;no;1;good;27.06;29.545;94;7.0015;207
1126;2011;14;autumn;no;1;good;25.42;31.06;50;0.0;256
1127;2011;11;spring;no;1;good;27.88;31.82;69;16.9979;181
1128;2012;19;winter;no;0;good;13.12;15.91;49;12.998;112
1129;2011;5;summer;no;1;good;26.24;29.545;78;19.0012;27
1130;2011;18;summer;yes;0;good;27.06;29.545;89;6.0032;123
1131;2012;5;spring;no;1;good;18.86;22.725;77;7.0015;34
1132;2012;2;winter;no;0;good;14.76;16.665;37;19.0012;67
1133;2012;1;summer;no;1;good;31.98;36.365;55;15.0013;29
1134;2011;13;autumn;no;0;good;16.4;20.455;66;15.0013;357
1135;2012;3;winter;no;0;moderate;18.04;21.97;88;8.9981;18
1136;2012;14;spring;no;1;good;18.86;22.725;31;27.9993;268
1137;2012;23;summer;no;1;good;29.52;34.09;70;16.9979;177
1138;2011;22;winter;no;1;good;5.74;7.575;69;8.9981;20
1139;2012;5;autumn;no;1;moderate;13.94;15.91;87;19.0012;18
1140;2011;11;winter;no;1;good;9.02;10.605;51;19.9995;57
1141;2011;23;summer;no;1;good;27.06;31.06;74;7.0015;132
1142;2011;23;spring;no;1;good;22.96;26.515;88;6.0032;57
1143;2012;20;summer;no;0;good;28.7;31.82;45;7.0015;341
1144;2012;1;summer;no;0;good;29.52;34.85;74;8.9981;79
1145;2011;2;winter;no;1;good;9.84;10.605;65;26.0027;4
1146;2011;14;winter;no;1;good;13.12;16.665;36;8.9981;79
1147;2012;6;winter;no;0;moderate;10.66;12.12;70;16.9979;4
1148;2012;15;autumn;no;1;good;17.22;21.21;50;19.0012;237
1149;2011;20;summer;no;0;good;25.42;29.545;73;7.0015;226
1150;2012;1;winter;no;0;bad;3.28;2.275;79;31.0009;24
1151;2012;12;winter;no;1;good;16.4;20.455;43;11.0014;234
1152;2011;2;autumn;no;1;good;12.3;16.665;87;0.0;2
1153;2011;20;spring;no;0;bad;17.22;21.21;41;15.0013;79
1154;2011;13;summer;no;1;moderate;26.24;30.305;65;19.0012;189
1155;2011;1;spring;no;1;good;30.34;35.605;79;7.0015;16
1156;2011;23;summer;no;0;bad;23.78;27.275;78;6.0032;45
1157;2012;18;winter;no;1;good;18.04;21.97;26;35.0008;470
1158;2012;12;spring;no;1;good;18.04;21.97;33;0.0;276
1159;2012;21;spring;no;1;good;26.24;31.06;44;23.9994;396
1160;2012;23;autumn;no;1;good;9.84;12.12;65;11.0014;93
1161;2012;10;autumn;no;0;good;13.94;15.15;66;19.9995;329
1162;2012;0;autumn;no;1;good;16.4;20.455;66;7.0015;68
1163;2012;11;summer;no;0;good;26.24;31.06;47;11.0014;559
1164;2012;0;winter;no;1;good;9.02;12.88;75;6.0032;25
1165;2011;11;winter;no;0;good;14.76;16.665;81;19.0012;56
1166;2011;23;summer;no;1;good;31.98;35.605;52;0.0;79
1167;2011;19;autumn;no;0;good;17.22;21.21;50;16.9979;171
1168;2012;8;winter;no;1;good;13.94;16.665;61;8.9981;564
1169;2012;2;spring;no;1;moderate;18.86;22.725;88;8.9981;17
1170;2012;23;winter;no;0;good;10.66;12.88;41;12.998;26
1171;2011;23;autumn;no;1;bad;22.14;25.76;94;6.0032;54
1172;2011;2;spring;no;1;moderate;20.5;24.24;88;8.9981;11
1173;2012;23;winter;no;0;good;17.22;21.21;24;0.0;106
1174;2012;20;autumn;no;1;good;14.76;17.425;57;15.0013;241
1175;2012;7;spring;yes;0;good;21.32;25.0;83;8.9981;387
1176;2011;4;winter;no;0;good;3.28;4.545;53;12.998;1
1177;2012;15;summer;no;1;good;33.62;37.88;46;8.9981;274
1178;2011;16;spring;no;0;good;24.6;31.06;46;7.0015;385
1179;2012;7;summer;no;1;moderate;28.7;33.335;84;7.0015;482
1180;2012;2;summer;no;1;good;31.16;35.605;62;8.9981;17
1181;2011;15;winter;no;1;good;9.02;9.85;35;26.0027;51
1182;2011;8;winter;no;1;good;9.84;10.605;65;19.0012;256
1183;2011;22;autumn;no;1;good;14.76;18.18;81;6.0032;108
1184;2011;10;spring;no;1;moderate;27.06;31.06;61;16.9979;121
1185;2012;23;winter;no;0;moderate;9.02;11.365;93;11.0014;35
1186;2011;16;winter;no;1;moderate;14.76;17.425;57;8.9981;114
1187;2012;14;winter;no;0;moderate;13.12;15.91;45;12.998;237
1188;2012;3;summer;no;1;moderate;30.34;34.85;70;12.998;7
1189;2012;3;autumn;no;1;moderate;14.76;17.425;66;15.0013;2
1190;2011;12;autumn;no;1;bad;21.32;25.0;94;22.0028;130
1191;2011;4;winter;no;0;moderate;6.56;11.365;59;0.0;5
1192;2012;5;spring;no;0;good;20.5;24.24;72;12.998;12
1193;2012;3;autumn;no;0;good;22.14;25.76;77;15.0013;56
1194;2012;11;autumn;no;0;good;16.4;20.455;58;7.0015;466
1195;2011;21;summer;no;0;good;26.24;30.305;69;0.0;159
1196;2011;17;summer;no;0;good;34.44;37.12;36;15.0013;363
1197;2012;12;winter;no;1;moderate;4.1;5.305;46;12.998;84
1198;2011;22;summer;no;1;good;31.98;34.85;46;19.9995;155
1199;2011;19;autumn;no;1;moderate;20.5;24.24;72;23.9994;286
1200;2011;6;autumn;no;1;good;12.3;16.665;87;0.0;98
1201;2011;7;autumn;no;1;moderate;16.4;20.455;86;15.0013;245
1202;2012;14;summer;no;0;good;36.08;40.15;40;26.0027;472
1203;2011;8;winter;no;1;good;7.38;9.85;74;8.9981;228
1204;2011;9;autumn;no;1;good;10.66;12.88;41;12.998;213
1205;2012;0;winter;no;1;good;18.86;22.725;59;8.9981;31
1206;2011;10;winter;no;0;moderate;17.22;21.21;100;19.9995;31
1207;2012;20;autumn;yes;0;moderate;21.32;25.0;77;19.0012;304
1208;2011;15;spring;no;1;moderate;33.62;37.12;41;22.0028;183
1209;2011;6;winter;no;0;good;13.94;18.18;66;0.0;2
1210;2012;13;spring;no;1;good;30.34;34.09;58;8.9981;272
1211;2011;10;winter;no;1;good;13.12;15.15;49;19.0012;76
1212;2011;19;spring;no;1;good;22.14;25.76;32;0.0;259
1213;2012;1;spring;no;1;moderate;18.86;22.725;88;7.0015;24
1214;2012;0;spring;no;1;good;19.68;23.485;48;0.0;41
1215;2011;3;spring;no;1;good;10.66;13.635;60;8.9981;4
1216;2011;7;autumn;no;1;good;9.84;10.605;65;23.9994;276
1217;2011;12;summer;no;0;moderate;21.32;25.0;67;15.0013;372
1218;2011;9;winter;no;1;moderate;12.3;14.395;61;19.0012;156
1219;2012;16;winter;no;1;bad;9.02;12.88;87;6.0032;49
1220;2011;15;winter;no;1;good;22.14;25.76;19;27.9993;110
1221;2012;21;summer;no;1;good;26.24;30.305;73;15.0013;312
1222;2011;16;spring;no;1;good;26.24;31.06;38;15.0013;304
1223;2012;3;autumn;no;1;good;17.22;21.21;47;19.9995;3
1224;2012;23;spring;no;1;moderate;22.14;25.76;45;12.998;113
1225;2011;8;winter;no;0;good;9.84;12.88;65;7.0015;23
1226;2011;10;summer;no;1;good;28.7;31.82;42;16.9979;127
1227;2011;19;autumn;no;0;moderate;15.58;19.695;76;11.0014;162
1228;2011;6;spring;no;0;moderate;21.32;25.0;100;8.9981;17
1229;2012;20;summer;no;1;good;25.42;31.06;57;8.9981;470
1230;2012;8;summer;no;1;good;27.06;30.305;83;7.0015;719
1231;2011;5;summer;no;0;moderate;26.24;28.03;94;11.0014;10
1232;2011;15;autumn;no;1;bad;22.14;25.76;100;8.9981;120
1233;2011;21;autumn;no;0;good;13.12;17.425;66;0.0;118
1234;2011;5;winter;no;1;moderate;18.86;22.725;67;7.0015;7
1235;2011;13;winter;no;0;good;10.66;11.365;35;19.9995;118
1236;2012;4;spring;no;1;good;18.86;22.725;88;7.0015;6
1237;2012;1;winter;no;1;moderate;15.58;19.695;76;19.9995;12
1238;2012;5;winter;no;1;bad;13.94;17.425;93;6.0032;16
1239;2012;9;spring;no;1;moderate;19.68;23.485;88;7.0015;304
1240;2011;11;summer;no;0;moderate;21.32;25.0;68;15.0013;367
1241;2011;23;summer;no;0;good;29.52;34.09;66;16.9979;72
1242;2012;17;winter;no;1;good;22.96;26.515;43;32.9975;612
1243;2012;13;spring;no;1;moderate;24.6;31.06;53;22.0028;272
1244;2012;13;spring;no;1;good;30.34;32.575;37;16.9979;416
1245;2012;3;spring;no;1;moderate;23.78;27.275;68;22.0028;2
1246;2012;19;spring;no;1;good;26.24;30.305;23;16.9979;503
1247;2011;17;spring;no;1;good;32.8;36.365;43;16.9979;539
1248;2012;10;spring;no;1;good;17.22;21.21;35;19.0012;246
1249;2012;2;summer;no;0;moderate;27.88;31.82;89;11.0014;115
1250;2011;19;winter;no;0;good;5.74;6.06;36;16.9979;30
1251;2012;17;summer;no;1;good;24.6;31.06;38;15.0013;886
1252;2011;9;winter;no;1;good;6.56;6.82;37;19.0012;145
1253;2012;22;summer;no;1;good;31.16;35.605;58;6.0032;288
1254;2012;12;spring;no;1;moderate;24.6;31.06;46;27.9993;283
1255;2011;13;autumn;no;0;bad;16.4;20.455;62;15.0013;308
1256;2011;6;summer;no;1;good;26.24;28.79;83;7.0015;105
1257;2012;18;summer;no;1;good;31.16;37.12;75;15.0013;839
1258;2012;3;summer;no;1;bad;28.7;33.335;89;12.998;5
1259;2011;10;winter;no;1;moderate;14.76;17.425;81;11.0014;68
1260;2011;18;winter;no;1;good;13.12;15.91;39;12.998;224
1261;2012;14;spring;no;0;bad;28.7;32.575;61;19.9995;428
1262;2012;7;winter;no;1;good;8.2;10.605;80;8.9981;256
1263;2011;18;winter;no;1;good;27.88;31.82;39;11.0014;331
1264;2011;15;winter;no;1;good;13.94;18.18;34;0.0;64
1265;2011;2;autumn;no;1;good;8.2;12.88;69;0.0;4
1266;2011;7;winter;no;0;moderate;9.02;13.635;55;0.0;3
1267;2011;18;summer;no;1;good;34.44;37.88;41;8.9981;529
1268;2012;7;spring;no;0;moderate;14.76;17.425;71;8.9981;84
1269;2011;21;spring;no;0;moderate;27.06;31.06;47;7.0015;185
1270;2012;17;summer;no;0;good;28.7;31.82;37;16.9979;671
1271;2011;14;summer;yes;0;good;30.34;34.85;70;11.0014;357
1272;2012;7;autumn;no;0;bad;16.4;20.455;87;15.0013;23
1273;2011;23;summer;no;1;moderate;32.8;37.12;49;11.0014;132
1274;2012;22;winter;no;1;good;21.32;25.0;55;8.9981;202
1275;2012;8;autumn;no;1;good;15.58;19.695;46;26.0027;798
1276;2012;17;autumn;no;0;good;15.58;19.695;87;8.9981;345
1277;2012;5;winter;no;0;moderate;14.76;18.18;93;6.0032;2
1278;2012;20;winter;no;0;good;12.3;15.15;52;11.0014;126
1279;2012;5;spring;no;1;moderate;21.32;25.0;72;6.0032;17
1280;2012;2;winter;no;0;moderate;6.56;6.82;47;19.0012;43
1281;2011;13;spring;no;1;good;30.34;34.09;62;19.0012;204
1282;2011;0;winter;no;1;good;4.1;3.79;36;23.9994;17
1283;2012;0;spring;no;1;good;19.68;23.485;39;19.0012;37
1284;2012;15;autumn;no;0;good;18.04;21.97;67;8.9981;417
1285;2011;7;summer;no;0;good;28.7;32.575;70;6.0032;65
1286;2011;10;spring;no;1;good;20.5;24.24;51;12.998;89
1287;2011;5;autumn;no;0;good;17.22;21.21;88;7.0015;8
1288;2011;6;summer;no;1;good;27.06;31.06;74;6.0032;94
1289;2012;5;summer;no;1;good;24.6;28.79;78;11.0014;37
1290;2011;22;summer;no;1;good;18.04;21.97;67;19.0012;115
1291;2012;15;winter;no;1;good;22.96;26.515;40;8.9981;233
1292;2011;22;autumn;yes;0;good;13.12;15.91;39;12.998;91
1293;2011;6;autumn;no;1;moderate;18.04;21.97;33;19.9995;82
1294;2012;15;spring;no;1;good;19.68;23.485;33;27.9993;324
1295;2012;23;winter;no;1;good;13.12;15.15;33;19.9995;86
1296;2011;19;summer;no;1;good;32.8;38.635;59;8.9981;368
1297;2011;6;winter;no;0;moderate;6.56;8.335;74;11.0014;2
1298;2012;18;summer;no;1;good;26.24;31.06;36;11.0014;877
1299;2012;23;autumn;no;1;good;11.48;15.15;75;6.0032;134
1300;2011;2;spring;no;1;moderate;22.14;25.76;73;22.0028;5
1301;2011;17;summer;no;0;good;21.32;25.0;72;15.0013;359
1302;2012;5;spring;no;0;good;15.58;19.695;46;0.0;12
1303;2012;18;winter;no;1;good;9.84;10.605;32;23.9994;355
1304;2012;9;summer;no;1;moderate;26.24;28.79;89;0.0;220
1305;2011;2;summer;no;1;good;25.42;31.06;57;12.998;15
1306;2012;15;spring;no;1;good;20.5;24.24;27;19.0012;537
1307;2012;2;summer;no;1;good;29.52;33.335;58;0.0;10
1308;2011;1;winter;no;1;good;9.84;9.85;30;31.0009;1
1309;2012;10;spring;no;1;good;22.96;26.515;52;16.9979;205
1310;2012;22;spring;no;1;good;20.5;24.24;42;7.0015;232
1311;2011;10;spring;no;0;moderate;21.32;25.0;94;11.0014;167
1312;2012;13;winter;no;1;good;25.42;30.305;61;16.9979;263
1313;2012;10;spring;no;0;good;20.5;24.24;25;15.0013;299
1314;2011;15;winter;no;1;good;15.58;19.695;37;11.0014;101
1315;2012;3;autumn;no;1;good;22.14;25.76;73;0.0;16
1316;2011;22;autumn;no;1;good;20.5;24.24;77;0.0;104
1317;2011;23;winter;no;1;good;18.86;22.725;67;19.9995;44
1318;2011;11;summer;no;1;good;33.62;38.635;52;8.9981;142
1319;2011;12;summer;no;1;moderate;29.52;33.335;51;8.9981;229
1320;2012;12;summer;no;1;moderate;31.98;36.365;55;6.0032;285
1321;2012;10;summer;no;1;good;28.7;33.335;79;7.0015;208
1322;2011;12;winter;no;0;good;9.84;10.605;41;19.0012;104
1323;2012;15;spring;no;1;good;29.52;32.575;39;12.998;377
1324;2012;8;winter;no;1;moderate;9.84;11.365;70;15.0013;508
1325;2011;21;autumn;no;1;bad;22.14;25.76;100;7.0015;83
1326;2012;12;winter;no;1;good;14.76;16.665;50;16.9979;191
1327;2012;17;autumn;no;1;moderate;16.4;20.455;94;16.9979;495
1328;2011;15;summer;no;0;good;33.62;37.12;43;19.9995;324
1329;2011;8;winter;no;1;good;17.22;21.21;67;16.9979;280
1330;2011;13;autumn;no;1;good;22.14;25.76;49;6.0032;189
1331;2012;2;spring;no;1;moderate;19.68;23.485;88;7.0015;3
1332;2012;1;summer;no;1;good;27.88;31.82;82;8.9981;24
1333;2011;2;autumn;no;1;good;10.66;15.15;75;0.0;2
1334;2012;19;spring;no;1;good;28.7;32.575;54;19.0012;590
1335;2011;14;spring;no;1;moderate;20.5;24.24;82;19.0012;44
1336;2012;3;autumn;no;1;moderate;22.14;25.76;88;12.998;5
1337;2011;3;summer;no;1;good;23.78;27.275;83;0.0;4
1338;2011;17;autumn;no;1;good;15.58;19.695;46;12.998;378
1339;2011;4;autumn;no;0;good;10.66;11.365;48;22.0028;8
1340;2012;6;spring;no;0;good;13.94;16.665;76;11.0014;21
1341;2012;3;summer;no;1;moderate;29.52;33.335;54;27.9993;5
1342;2011;11;winter;no;1;good;10.66;12.12;25;16.9979;57
1343;2012;0;winter;no;0;good;10.66;13.635;70;7.0015;86
1344;2012;13;summer;no;0;moderate;39.36;43.18;31;16.9979;360
1345;2012;10;autumn;no;1;moderate;11.48;12.88;56;19.9995;178
1346;2011;21;spring;no;1;good;21.32;25.0;88;0.0;85
1347;2011;12;spring;no;1;moderate;24.6;31.06;38;0.0;217
1348;2012;1;winter;no;0;moderate;13.12;15.15;39;16.9979;72
1349;2011;6;summer;no;1;good;27.06;30.305;83;6.0032;100
1350;2012;22;summer;no;1;good;28.7;32.575;61;11.0014;226
1351;2011;21;summer;no;0;moderate;20.5;24.24;72;12.998;170
1352;2012;21;spring;no;1;good;31.16;35.605;62;11.0014;276
1353;2011;18;winter;no;0;bad;17.22;21.21;88;16.9979;35
1354;2011;0;spring;no;0;good;17.22;21.21;82;8.9981;86
1355;2011;8;autumn;no;1;good;21.32;25.0;63;0.0;467
1356;2012;14;spring;no;1;good;25.42;30.305;23;15.0013;334
1357;2012;10;spring;no;0;good;24.6;30.305;60;16.9979;350
1358;2012;1;winter;no;1;bad;22.96;26.515;52;32.9975;26
1359;2011;4;autumn;no;0;good;17.22;21.21;67;8.9981;6
1360;2011;2;winter;no;1;good;5.74;7.575;86;8.9981;1
1361;2011;7;summer;yes;0;good;27.06;31.06;74;11.0014;41
1362;2012;11;autumn;yes;0;moderate;16.4;20.455;62;6.0032;308
1363;2012;18;spring;no;1;moderate;25.42;30.305;69;11.0014;642
1364;2012;19;summer;yes;0;good;29.52;34.85;74;12.998;374
1365;2012;14;spring;no;0;good;28.7;31.82;39;19.0012;628
1366;2012;9;autumn;no;0;moderate;16.4;20.455;87;16.9979;103
1367;2012;19;spring;no;0;good;32.8;34.85;29;11.0014;360
1368;2011;22;spring;no;0;moderate;18.86;22.725;82;0.0;100
1369;2011;17;summer;no;1;good;31.98;37.12;59;15.0013;596
1370;2012;3;spring;no;0;good;22.14;25.76;64;7.0015;28
1371;2011;18;winter;no;0;good;14.76;15.91;25;30.0026;88
1372;2012;23;autumn;no;1;good;14.76;17.425;57;12.998;100
1373;2012;8;summer;no;1;moderate;28.7;33.335;79;0.0;605
1374;2011;5;summer;no;1;good;26.24;28.79;89;7.0015;32
1375;2011;17;autumn;no;1;good;24.6;31.06;56;16.9979;563
1376;2011;12;spring;no;0;good;24.6;31.06;40;12.998;373
1377;2012;23;winter;no;1;good;13.94;17.425;53;6.0032;58
1378;2012;1;summer;no;1;good;21.32;25.0;72;7.0015;21
1379;2011;15;winter;yes;0;moderate;8.2;10.605;47;11.0014;93
1380;2011;16;winter;no;0;good;13.94;17.425;49;7.0015;157
1381;2012;12;autumn;no;1;bad;18.04;21.97;100;15.0013;173
1382;2012;3;autumn;no;1;bad;14.76;16.665;87;19.0012;3
1383;2012;8;summer;no;0;good;25.42;29.545;78;19.0012;151
1384;2012;13;spring;no;1;moderate;26.24;31.06;53;16.9979;266
1385;2012;10;autumn;no;1;good;18.04;21.97;77;8.9981;136
1386;2011;0;autumn;no;1;good;9.84;14.395;65;0.0;34
1387;2011;23;winter;no;1;moderate;8.2;9.85;59;12.998;23
1388;2011;17;autumn;no;1;bad;14.76;17.425;81;15.0013;177
1389;2012;5;spring;no;0;good;21.32;25.0;72;12.998;12
1390;2011;18;autumn;yes;0;moderate;26.24;31.06;53;0.0;473
1391;2012;8;spring;no;0;good;21.32;25.0;52;11.0014;195
1392;2012;21;autumn;no;0;moderate;14.76;18.94;93;0.0;106
1393;2012;3;spring;no;0;good;22.96;26.515;73;16.9979;26
1394;2011;20;autumn;no;1;good;16.4;20.455;76;0.0;181
1395;2011;14;autumn;no;0;good;12.3;16.665;28;0.0;242
1396;2011;15;summer;no;0;moderate;23.78;27.275;60;8.9981;365
1397;2011;3;autumn;no;1;good;7.38;12.12;80;0.0;3
1398;2012;17;winter;no;1;good;18.86;22.725;63;11.0014;495
1399;2011;8;summer;no;1;moderate;21.32;25.0;77;8.9981;420
1400;2011;22;autumn;no;1;good;12.3;16.665;61;0.0;104
1401;2011;12;autumn;no;0;good;23.78;27.275;35;36.9974;456
1402;2012;13;winter;no;1;moderate;12.3;15.91;42;6.0032;192
1403;2011;11;winter;no;1;good;9.02;11.365;47;8.9981;64
1404;2011;23;spring;no;1;good;30.34;33.335;51;11.0014;69
1405;2011;10;winter;no;0;moderate;7.38;9.85;80;11.0014;61
1406;2011;10;summer;no;1;good;31.16;34.85;52;7.0015;139
1407;2012;14;summer;no;1;good;36.9;38.635;25;12.998;310
1408;2012;14;autumn;no;1;moderate;16.4;20.455;87;6.0032;181
1409;2011;1;autumn;no;1;good;20.5;24.24;72;15.0013;31
1410;2011;8;summer;no;1;good;29.52;34.09;62;8.9981;432
1411;2012;11;summer;yes;0;moderate;30.34;34.85;70;19.0012;459
1412;2012;4;winter;no;1;good;11.48;12.88;61;22.0028;3
1413;2011;13;autumn;no;1;good;24.6;31.06;49;26.0027;203
1414;2011;3;summer;no;1;good;25.42;29.545;73;15.0013;6
1415;2011;3;summer;no;1;good;24.6;29.545;73;12.998;7
1416;2012;19;summer;no;1;good;31.16;34.09;40;7.0015;677
1417;2011;14;autumn;no;1;good;21.32;25.0;52;11.0014;152
1418;2012;1;winter;no;1;good;13.94;18.18;53;0.0;5
